fecha,hora,triage_cantidad
28MAR2020,19,78
28MAR2020,18,72
28MAR2020,17,66
28MAR2020,16,66
28MAR2020,15,56
28MAR2020,14,69
28MAR2020,13,59
28MAR2020,12,60
28MAR2020,11,57
28MAR2020,10,56
28MAR2020,9,24
28MAR2020,8,26
28MAR2020,7,8
28MAR2020,6,12
28MAR2020,5,8
28MAR2020,4,11
28MAR2020,3,21
28MAR2020,2,29
28MAR2020,1,43
28MAR2020,0,76
27MAR2020,23,61
27MAR2020,22,70
27MAR2020,21,85
27MAR2020,20,100
27MAR2020,19,83
27MAR2020,18,88
27MAR2020,17,85
27MAR2020,16,89
27MAR2020,15,73
27MAR2020,14,87
27MAR2020,13,58
27MAR2020,12,72
27MAR2020,11,82
27MAR2020,10,66
27MAR2020,9,40
27MAR2020,8,19
27MAR2020,7,9
27MAR2020,6,9
27MAR2020,5,9
27MAR2020,4,12
27MAR2020,3,16
27MAR2020,2,19
27MAR2020,1,40
27MAR2020,0,67
26MAR2020,23,89
26MAR2020,22,76
26MAR2020,21,117
26MAR2020,20,89
26MAR2020,19,128
26MAR2020,18,102
26MAR2020,17,151
26MAR2020,16,113
26MAR2020,15,118
26MAR2020,14,122
26MAR2020,13,127
26MAR2020,12,112
26MAR2020,11,111
26MAR2020,10,89
26MAR2020,9,51
26MAR2020,8,46
26MAR2020,7,20
26MAR2020,6,14
26MAR2020,5,13
26MAR2020,4,21
26MAR2020,3,27
26MAR2020,2,48
26MAR2020,1,64
26MAR2020,0,92
25MAR2020,23,111
25MAR2020,22,123
25MAR2020,21,129
25MAR2020,20,222
25MAR2020,19,151
25MAR2020,18,124
25MAR2020,17,144
25MAR2020,16,121
25MAR2020,15,167
25MAR2020,14,145
25MAR2020,13,196
25MAR2020,12,159
25MAR2020,11,123
25MAR2020,10,121
25MAR2020,9,81
25MAR2020,8,97
25MAR2020,7,39
25MAR2020,6,23
25MAR2020,5,28
25MAR2020,4,29
25MAR2020,3,38
25MAR2020,2,57
25MAR2020,1,72
25MAR2020,0,141
24MAR2020,23,227
24MAR2020,22,194
24MAR2020,21,212
24MAR2020,20,256
24MAR2020,19,172
24MAR2020,18,212
24MAR2020,17,168
24MAR2020,16,200
24MAR2020,15,284
24MAR2020,14,268
24MAR2020,13,325
24MAR2020,12,298
24MAR2020,11,174
24MAR2020,10,85
24MAR2020,9,72
24MAR2020,8,66
24MAR2020,7,24
24MAR2020,6,11
24MAR2020,5,19
24MAR2020,4,15
24MAR2020,3,28
24MAR2020,2,30
24MAR2020,1,56
24MAR2020,0,64
23MAR2020,23,88
23MAR2020,22,140
23MAR2020,21,174
23MAR2020,20,146
23MAR2020,19,158
23MAR2020,18,123
23MAR2020,17,126
23MAR2020,16,158
23MAR2020,15,158
23MAR2020,14,190
23MAR2020,13,306
23MAR2020,12,157
23MAR2020,11,100
23MAR2020,10,104
23MAR2020,9,43
23MAR2020,8,42
23MAR2020,7,19
23MAR2020,6,13
23MAR2020,5,16
23MAR2020,4,21
23MAR2020,3,32
23MAR2020,2,39
23MAR2020,1,68
23MAR2020,0,105
22MAR2020,23,134
22MAR2020,22,120
22MAR2020,21,138
22MAR2020,20,147
22MAR2020,19,148
22MAR2020,18,139
22MAR2020,17,128
22MAR2020,16,146
22MAR2020,15,122
22MAR2020,14,135
22MAR2020,13,148
22MAR2020,12,159
22MAR2020,11,136
22MAR2020,10,89
22MAR2020,9,64
22MAR2020,8,35
22MAR2020,7,27
22MAR2020,6,18
22MAR2020,5,21
22MAR2020,4,33
22MAR2020,3,33
22MAR2020,2,55
22MAR2020,1,88
22MAR2020,0,76
21MAR2020,23,142
21MAR2020,22,203
21MAR2020,21,210
21MAR2020,20,184
21MAR2020,19,164
21MAR2020,18,155
21MAR2020,17,154
21MAR2020,16,187
21MAR2020,15,160
21MAR2020,14,105
21MAR2020,13,114
21MAR2020,12,109
21MAR2020,11,105
21MAR2020,10,83
21MAR2020,9,54
21MAR2020,8,38
21MAR2020,7,15
21MAR2020,6,9
21MAR2020,5,13
21MAR2020,4,19
21MAR2020,3,28
21MAR2020,2,37
21MAR2020,1,59
21MAR2020,0,117
20MAR2020,23,135
20MAR2020,22,118
20MAR2020,21,166
20MAR2020,20,153
20MAR2020,19,174
20MAR2020,18,166
20MAR2020,17,167
20MAR2020,16,142
20MAR2020,15,178
20MAR2020,14,138
20MAR2020,13,147
20MAR2020,12,179
20MAR2020,11,159
20MAR2020,10,143
20MAR2020,9,86
20MAR2020,8,60
20MAR2020,7,34
20MAR2020,6,20
20MAR2020,5,23
20MAR2020,4,25
20MAR2020,3,26
20MAR2020,2,30
20MAR2020,1,43
20MAR2020,0,5
19MAR2020,23,5
19MAR2020,22,8
19MAR2020,21,6
19MAR2020,20,15
19MAR2020,19,13
19MAR2020,18,15
19MAR2020,17,8
19MAR2020,16,133
19MAR2020,15,112
19MAR2020,14,178
19MAR2020,13,198
19MAR2020,12,196
19MAR2020,11,239
19MAR2020,10,194
19MAR2020,9,521
19MAR2020,8,68
19MAR2020,7,31
19MAR2020,6,15
19MAR2020,5,15
19MAR2020,4,20
19MAR2020,3,23
19MAR2020,2,42
19MAR2020,1,72
19MAR2020,0,109
18MAR2020,23,133
18MAR2020,22,202
18MAR2020,21,189
18MAR2020,20,189
18MAR2020,19,205
18MAR2020,17,99
18MAR2020,16,184
18MAR2020,15,184
18MAR2020,14,203
18MAR2020,13,199
18MAR2020,12,224
18MAR2020,11,269
18MAR2020,10,215
18MAR2020,9,151
18MAR2020,8,107
18MAR2020,7,52
18MAR2020,6,22
18MAR2020,5,22
18MAR2020,4,15
18MAR2020,3,33
18MAR2020,2,36
18MAR2020,1,78
18MAR2020,0,108
17MAR2020,23,178
17MAR2020,22,240
17MAR2020,21,303
17MAR2020,20,307
17MAR2020,19,382
17MAR2020,18,385
17MAR2020,17,381
17MAR2020,16,412
17MAR2020,15,480
17MAR2020,14,562
17MAR2020,13,483
17MAR2020,12,484
17MAR2020,11,487
17MAR2020,10,304
17MAR2020,9,183
17MAR2020,8,95
17MAR2020,7,112
17MAR2020,6,31
17MAR2020,5,17
17MAR2020,4,17
17MAR2020,3,22
17MAR2020,2,34
17MAR2020,1,75
17MAR2020,0,114
16MAR2020,23,205
16MAR2020,22,241
16MAR2020,21,252
16MAR2020,20,215
16MAR2020,19,200
16MAR2020,18,174
16MAR2020,17,131
16MAR2020,16,163
16MAR2020,15,135
16MAR2020,14,127
16MAR2020,13,171
16MAR2020,12,144
16MAR2020,11,156
16MAR2020,10,137
16MAR2020,9,110
16MAR2020,8,87
16MAR2020,7,30
16MAR2020,6,13
16MAR2020,4,13
16MAR2020,3,17
16MAR2020,2,20
16MAR2020,1,58
16MAR2020,0,81
15MAR2020,23,92
15MAR2020,22,90
15MAR2020,21,127
15MAR2020,20,111
15MAR2020,19,81
15MAR2020,18,84
15MAR2020,17,92
15MAR2020,16,104
15MAR2020,15,111
15MAR2020,14,108
15MAR2020,13,67
15MAR2020,12,76
15MAR2020,11,82
15MAR2020,10,32
15MAR2020,9,44
15MAR2020,8,25
15MAR2020,7,7
15MAR2020,6,6
15MAR2020,4,11
15MAR2020,3,17
15MAR2020,2,27
15MAR2020,1,48
15MAR2020,0,108
14MAR2020,23,70
14MAR2020,22,89
14MAR2020,21,129
14MAR2020,20,91
14MAR2020,19,78
14MAR2020,18,74
14MAR2020,17,68
14MAR2020,16,97
14MAR2020,15,92
14MAR2020,14,100
14MAR2020,13,86
14MAR2020,12,107
14MAR2020,11,47
14MAR2020,10,31
14MAR2020,9,30
14MAR2020,5,3
14MAR2020,4,3
14MAR2020,2,15
14MAR2020,1,23
14MAR2020,0,33
